"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue May 21 07:55:51 UTC 2024","Tue May 21 07:55:58 UTC 2024","6504","","Wallet - Crypto Wallet","","","","User should be able to see the Send coin transaction history [MOBILE2-2559] | BETA-V3",""
"broken","Tue May 21 07:55:44 UTC 2024","Tue May 21 07:55:51 UTC 2024","7102","","Wallet - Crypto Wallet","","","","User should be able to see the Sell coins transaction history [MOBILE2-2556] | BETA-V3",""
"broken","Tue May 21 07:50:04 UTC 2024","Tue May 21 07:53:04 UTC 2024","180013","","Wallet - Crypto Wallet","","","","User should be able see empty state on CryptoCard page when no transaction state [MOBILE2-2577] | BETA-V3",""
"broken","Tue May 21 07:55:18 UTC 2024","Tue May 21 07:55:25 UTC 2024","6485","","Wallet - Crypto Wallet","","","","User should be able to see the last 10 transaction history on crypto card page [MOBILE2-2554] | BETA-V3",""
"broken","Tue May 21 07:53:04 UTC 2024","Tue May 21 07:55:17 UTC 2024","133278","","Wallet - Crypto Wallet","","","","User should be able to see the current balance of crypto owned [MOBILE2-2553] | BETA-V3",""
"broken","Tue May 21 07:56:05 UTC 2024","Tue May 21 07:56:12 UTC 2024","6552","","Wallet - Crypto Wallet","","","","User should be able to see the Receive coin transaction history [MOBILE2-2561] | BETA-V3",""
"broken","Tue May 21 07:55:38 UTC 2024","Tue May 21 07:55:44 UTC 2024","6409","","Wallet - Crypto Wallet","","","","User successfully redirected to Receive page when click Receive [MOBILE2-2576] | BETA-V3",""
"broken","Tue May 21 07:55:25 UTC 2024","Tue May 21 07:55:31 UTC 2024","6505","","Wallet - Crypto Wallet","","","","User successfully redirected to transaction history page when click see all [MOBILE2-2563] | BETA-V3",""
"broken","Tue May 21 07:55:17 UTC 2024","Tue May 21 07:55:18 UTC 2024","1233","","Wallet - Crypto Wallet","","","","User should be able to see the Buy coins transaction history [MOBILE2-2555] | BETA-V3",""
"broken","Tue May 21 07:55:58 UTC 2024","Tue May 21 07:56:05 UTC 2024","7240","","Wallet - Crypto Wallet","","","","User should be able to see the Reward transaction history [MOBILE2-2562] | BETA-V3",""
"broken","Tue May 21 07:55:31 UTC 2024","Tue May 21 07:55:38 UTC 2024","6566","","Wallet - Crypto Wallet","","","","User successfully redirected to Send page when click Send [MOBILE2-2575] | BETA-V3",""
