"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 25 12:02:37 UTC 2024","Tue Jun 25 12:05:15 UTC 2024","158237","","Crypto - Trading History","","","","User can reset filter the order history crypto [MOBILE2-3186] | BETA-V3",""
"passed","Tue Jun 25 11:48:07 UTC 2024","Tue Jun 25 11:49:38 UTC 2024","91852","","Crypto - Trading History","","","","User can filter the order history Crypto with status success [MOBILE2-3164] | BETA-V3",""
"passed","Tue Jun 25 11:52:19 UTC 2024","Tue Jun 25 11:53:28 UTC 2024","69424","","Crypto - Trading History","","","","User can't filter the pending order Crypto with select date more than 1 year [MOBILE2-3263] | BETA-V3",""
"passed","Tue Jun 25 11:46:29 UTC 2024","Tue Jun 25 11:48:07 UTC 2024","97338","","Crypto - Trading History","","","","User can filter the order history Crypto with transaction type sell [MOBILE2-3163] | BETA-V3",""
"passed","Tue Jun 25 11:44:14 UTC 2024","Tue Jun 25 11:46:29 UTC 2024","135023","","Crypto - Trading History","","","","User can filter the order history Crypto with transaction type buy [MOBILE2-3162] | BETA-V3",""
"passed","Tue Jun 25 12:07:36 UTC 2024","Tue Jun 25 12:10:32 UTC 2024","175762","","Crypto - Trading History","","","","User successfully redirected to order history crypto transaction detail page [MOBILE2-2733] | BETA-V3",""
"passed","Tue Jun 25 11:49:38 UTC 2024","Tue Jun 25 11:51:12 UTC 2024","93721","","Crypto - Trading History","","","","User can filter the order history Crypto with status failed [MOBILE2-3166] | BETA-V3",""
"broken","Tue Jun 25 12:13:56 UTC 2024","Tue Jun 25 12:15:24 UTC 2024","87930","","Crypto - Trading History","","","","User can see empty state when no transaction on filter crypto pending order history [MOBILE2-2736] | BETA-V3",""
"passed","Tue Jun 25 11:39:54 UTC 2024","Tue Jun 25 11:41:37 UTC 2024","103119","","Crypto - Trading History","","","","User can see a list of all my crypto order history [MOBILE2-2727] | BETA-V3",""
"passed","Tue Jun 25 11:57:08 UTC 2024","Tue Jun 25 11:58:49 UTC 2024","100434","","Crypto - Trading History","","","","User can see total filter notification in the icon filter order history crypto [MOBILE2-3187] | BETA-V3",""
"passed","Tue Jun 25 11:53:28 UTC 2024","Tue Jun 25 11:54:45 UTC 2024","77116","","Crypto - Trading History","","","","User can filter the order history Crypto with select multiple transaction type and status [MOBILE2-2740] | BETA-V3",""
"broken","Tue Jun 25 12:11:44 UTC 2024","Tue Jun 25 12:13:56 UTC 2024","132131","","Crypto - Trading History","","","","User can see empty state when no transaction on filter crypto order history [MOBILE2-2734] | BETA-V3",""
"broken","Tue Jun 25 11:37:39 UTC 2024","Tue Jun 25 11:39:54 UTC 2024","134678","","Crypto - Trading History","","","","User can see entry point crypto order history at Pro-buy/sell form [MOBILE2-2726] | BETA-V3",""
"passed","Tue Jun 25 11:58:49 UTC 2024","Tue Jun 25 12:01:09 UTC 2024","140628","","Crypto - Trading History","","","","User can unselect filter the order history crypto [MOBILE2-3185] | BETA-V3",""
"passed","Tue Jun 25 12:10:32 UTC 2024","Tue Jun 25 12:11:44 UTC 2024","71854","","Crypto - Trading History","","","","User can see empty state when no pending order history crypto [MOBILE2-2735] | BETA-V3",""
"passed","Tue Jun 25 12:05:15 UTC 2024","Tue Jun 25 12:07:36 UTC 2024","141390","","Crypto - Trading History","","","","User can reset filter the pending order history crypto [MOBILE2-3190] | BETA-V3",""
"passed","Tue Jun 25 11:51:12 UTC 2024","Tue Jun 25 11:52:19 UTC 2024","66426","","Crypto - Trading History","","","","User can't filter the order history Crypto with select date more than 1 year [MOBILE2-3262] | BETA-V3",""
"passed","Tue Jun 25 12:01:09 UTC 2024","Tue Jun 25 12:02:37 UTC 2024","87343","","Crypto - Trading History","","","","User can unselect filter the pending order history crypto [MOBILE2-3189] | BETA-V3",""
"passed","Tue Jun 25 11:41:37 UTC 2024","Tue Jun 25 11:44:14 UTC 2024","157227","","Crypto - Trading History","","","","User successfully redirected to order history crypto transaction detail page [MOBILE2-2763] | BETA-V3",""
"passed","Tue Jun 25 11:54:45 UTC 2024","Tue Jun 25 11:57:08 UTC 2024","143134","","Crypto - Trading History","","","","User can see total filter notification in the icon filter pending order history crypto [MOBILE2-3184] | BETA-V3",""
