"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 26 08:31:28 UTC 2024","Wed Jun 26 08:33:01 UTC 2024","92716","","Wallet - Transaction History - US Stock","","","","User successfully redirected to Stock wallet transaction history [MOBILE2-3127] | BETA-V3",""
"broken","Wed Jun 26 08:46:45 UTC 2024","Wed Jun 26 08:47:49 UTC 2024","63482","","Wallet - Transaction History - US Stock","","","","User can filter the transaction history Stock with transaction type Stock & Reverse Split [MOBILE2-3145] | BETA-V3",""
"passed","Wed Jun 26 08:39:19 UTC 2024","Wed Jun 26 08:41:11 UTC 2024","112164","","Wallet - Transaction History - US Stock","","","","User can't filter the transaction history Stock with select date more than 1 year [MOBILE2-3261] | BETA-V3",""
"passed","Wed Jun 26 08:35:44 UTC 2024","Wed Jun 26 08:37:14 UTC 2024","89274","","Wallet - Transaction History - US Stock","","","","User can filter the transaction history Stock with transaction type buy [MOBILE2-3133] | BETA-V3",""
"passed","Wed Jun 26 08:43:39 UTC 2024","Wed Jun 26 08:45:34 UTC 2024","115304","","Wallet - Transaction History - US Stock","","","","User can see total filter notification in the icon filter and reset filter transaction history Stock [MOBILE2-3142 MOBILE2-3144] | BETA-V3",""
"passed","Wed Jun 26 08:37:14 UTC 2024","Wed Jun 26 08:38:00 UTC 2024","46682","","Wallet - Transaction History - US Stock","","","","User can filter the transaction history Stock with transaction type sell [MOBILE2-3134] | BETA-V3",""
"passed","Wed Jun 26 08:33:01 UTC 2024","Wed Jun 26 08:35:09 UTC 2024","127881","","Wallet - Transaction History - US Stock","","","","User successfully redirected to Stock transaction detail page [MOBILE2-3129] | BETA-V3",""
"passed","Wed Jun 26 08:35:09 UTC 2024","Wed Jun 26 08:35:44 UTC 2024","35729","","Wallet - Transaction History - US Stock","","","","User can see empty state when no transaction on filter transaction history Stock [MOBILE2-3131] | BETA-V3",""
"broken","Wed Jun 26 08:47:49 UTC 2024","Wed Jun 26 08:49:06 UTC 2024","76772","","Wallet - Transaction History - US Stock","","","","User can filter the transaction history  Stock with status failed [MOBILE2-3137] | BETA-V3",""
"passed","Wed Jun 26 08:41:11 UTC 2024","Wed Jun 26 08:43:39 UTC 2024","147712","","Wallet - Transaction History - US Stock","","","","User can filter the transaction history Stock with select multiple transaction type and status [MOBILE2-3132] | BETA-V3",""
"passed","Wed Jun 26 08:45:34 UTC 2024","Wed Jun 26 08:46:45 UTC 2024","71359","","Wallet - Transaction History - US Stock","","","","User can unselect filter the transaction history Stock [MOBILE2-3142 MOBILE2-3144] | BETA-V3",""
"passed","Wed Jun 26 08:38:00 UTC 2024","Wed Jun 26 08:39:19 UTC 2024","78538","","Wallet - Transaction History - US Stock","","","","User can filter the transaction history Stock with status success [MOBILE2-3136] | BETA-V3",""
